"日付け","終値","始値","高値","安値","前日比%"
"2006年08月02日","114.67","114.59","114.89","114.19","0.10%"
"2006年08月01日","114.56","114.62","115.39","114.46","-0.11%"
"2006年07月31日","114.69","114.64","114.86","114.17","0.03%"
"2006年07月28日","114.65","115.76","116.03","114.59","-0.97%"
"2006年07月27日","115.77","116.30","116.44","115.28","-0.45%"
"2006年07月26日","116.29","117.16","117.24","116.16","-0.76%"
"2006年07月25日","117.18","116.67","117.41","116.51","0.44%"
"2006年07月24日","116.67","116.12","116.94","116.11","0.45%"
"2006年07月21日","116.15","117.04","117.06","115.80","-0.75%"
"2006年07月20日","117.03","116.84","117.14","116.53","0.15%"
"2006年07月19日","116.86","117.29","117.91","116.63","-0.37%"
"2006年07月18日","117.29","117.12","117.60","116.65","0.09%"
"2006年07月17日","117.19","116.35","117.30","116.13","0.93%"
"2006年07月14日","116.11","115.37","116.39","115.32","0.64%"
"2006年07月13日","115.37","115.48","115.53","114.97","-0.10%"
"2006年07月12日","115.48","114.28","115.73","114.15","1.08%"
"2006年07月11日","114.25","114.22","114.70","113.90","-0.02%"
"2006年07月10日","114.27","113.90","114.38","113.31","0.18%"
"2006年07月07日","114.06","115.11","115.31","113.79","-0.93%"
"2006年07月06日","115.13","115.67","115.72","114.87","-0.48%"
"2006年07月05日","115.69","114.91","115.80","114.56","0.77%"
"2006年07月04日","114.81","114.71","114.84","114.36","0.10%"
"2006年07月03日","114.69","114.31","114.95","114.08","0.22%"
"2006年06月30日","114.44","115.03","115.24","114.15","-0.56%"
"2006年06月29日","115.08","116.40","116.64","114.83","-1.10%"
"2006年06月28日","116.36","116.25","116.50","116.03","0.10%"
"2006年06月27日","116.24","116.27","116.72","115.84","-0.01%"
"2006年06月26日","116.25","116.50","116.57","116.07","-0.24%"
"2006年06月23日","116.53","116.11","116.60","115.74","0.33%"
"2006年06月22日","116.15","114.80","116.31","114.65","1.12%"
"2006年06月21日","114.86","114.87","115.23","114.35","-0.04%"
"2006年06月20日","114.91","115.44","115.64","114.60","-0.54%"
"2006年06月19日","115.53","115.22","115.78","115.13","0.30%"
"2006年06月16日","115.19","114.79","115.20","114.53","0.33%"
"2006年06月15日","114.81","114.96","115.23","114.62","-0.18%"
"2006年06月14日","115.02","115.28","115.42","114.43","-0.28%"
"2006年06月13日","115.34","114.41","115.45","114.23","0.80%"
"2006年06月12日","114.42","114.08","114.58","113.95","0.39%"
"2006年06月09日","113.98","114.12","114.35","113.53","-0.17%"
"2006年06月08日","114.17","113.41","114.74","113.35","0.57%"
"2006年06月07日","113.52","113.25","113.72","112.90","0.22%"
"2006年06月06日","113.27","112.16","113.56","112.04","0.91%"
"2006年06月05日","112.25","111.65","112.32","111.42","0.47%"
"2006年06月02日","111.73","112.58","112.96","111.30","-0.79%"
"2006年06月01日","112.62","112.56","113.40","112.34","0.03%"
"2006年05月31日","112.59","112.14","112.70","111.43","0.42%"
"2006年05月30日","112.12","112.44","112.81","111.60","-0.29%"
"2006年05月29日","112.45","112.63","112.73","112.14","-0.19%"
"2006年05月26日","112.66","111.67","112.83","111.46","0.77%"
"2006年05月25日","111.80","112.86","112.97","111.65","-0.99%"
"2006年05月24日","112.92","111.88","112.99","111.61","0.92%"
"2006年05月23日","111.89","111.40","112.02","110.94","0.33%"
"2006年05月22日","111.52","111.76","112.94","111.26","-0.15%"
"2006年05月19日","111.69","110.70","112.24","110.41","0.87%"
"2006年05月18日","110.73","111.02","111.28","110.31","-0.23%"
"2006年05月17日","110.98","109.66","111.37","108.96","1.18%"
"2006年05月16日","109.69","110.41","110.88","109.64","-0.75%"
"2006年05月15日","110.52","109.59","110.61","109.32","0.45%"
"2006年05月12日","110.03","110.63","110.74","109.29","-0.60%"
"2006年05月11日","110.69","110.51","111.54","110.09","0.14%"
"2006年05月10日","110.53","111.04","111.28","110.08","-0.45%"
"2006年05月09日","111.03","111.75","111.95","110.86","-0.59%"
"2006年05月08日","111.69","111.93","112.19","110.97","-0.79%"
"2006年05月05日","112.58","113.56","114.02","112.23","-0.88%"
"2006年05月04日","113.58","113.58","114.19","113.19","0.02%"
"2006年05月03日","113.56","113.40","113.88","112.87","0.20%"
"2006年05月02日","113.33","113.50","114.03","113.06","-0.03%"
"2006年05月01日","113.36","113.58","113.86","112.32","-0.43%"
"2006年04月28日","113.85","114.22","114.51","113.64","-0.24%"
"2006年04月27日","114.12","114.84","115.14","113.81","-0.53%"
"2006年04月26日","114.73","114.79","115.39","114.60","-0.09%"
"2006年04月25日","114.83","114.77","115.02","114.28","0.18%"
"2006年04月24日","114.62","115.68","115.98","114.22","-1.70%"
"2006年04月21日","116.60","117.47","117.79","116.52","-0.72%"
"2006年04月20日","117.44","117.22","117.90","117.20","0.17%"
"2006年04月19日","117.24","117.05","117.97","116.73","0.15%"
"2006年04月18日","117.06","117.78","118.22","117.03","-0.64%"
"2006年04月17日","117.81","118.55","118.59","117.51","-0.75%"
"2006年04月14日","118.70","118.53","118.75","118.41","0.14%"
"2006年04月13日","118.53","118.45","118.87","118.29","0.03%"
"2006年04月12日","118.50","118.34","118.62","117.80","0.14%"
"2006年04月11日","118.33","118.31","118.93","118.16","0.02%"
"2006年04月10日","118.31","118.14","118.69","117.85","0.01%"
"2006年04月07日","118.30","117.81","118.40","117.41","0.44%"
"2006年04月06日","117.78","117.35","117.98","117.24","0.40%"
"2006年04月05日","117.31","117.52","117.79","116.66","-0.21%"
"2006年04月04日","117.56","117.73","117.97","117.22","-0.11%"
"2006年04月03日","117.69","117.72","118.82","117.56","0.01%"
"2006年03月31日","117.68","117.33","118.15","117.12","0.29%"
"2006年03月30日","117.34","117.78","117.96","117.09","-0.37%"
"2006年03月29日","117.78","117.92","118.25","117.47","-0.14%"
"2006年03月28日","117.94","116.74","118.06","116.24","1.05%"
"2006年03月27日","116.71","117.53","117.69","116.38","-0.64%"
"2006年03月24日","117.46","117.91","118.50","117.37","-0.38%"
"2006年03月23日","117.91","116.96","117.97","116.72","0.82%"
"2006年03月22日","116.95","117.25","117.42","116.54","-0.31%"
"2006年03月21日","117.31","116.29","117.36","116.22","0.89%"
"2006年03月20日","116.27","115.96","116.45","115.49","0.35%"
"2006年03月17日","115.87","116.81","116.99","115.67","-0.83%"
"2006年03月16日","116.84","117.35","117.91","116.76","-0.44%"
"2006年03月15日","117.36","117.59","117.80","117.11","-0.14%"
"2006年03月14日","117.52","118.81","118.84","117.23","-1.11%"
"2006年03月13日","118.84","118.89","119.22","118.73","-0.08%"
"2006年03月10日","118.94","118.17","119.14","117.96","0.65%"
"2006年03月09日","118.17","117.81","118.45","117.07","0.26%"
"2006年03月08日","117.86","117.85","118.05","117.30","-0.05%"
"2006年03月07日","117.92","117.54","118.06","117.32","0.29%"
"2006年03月06日","117.58","116.31","117.70","116.02","0.94%"
"2006年03月03日","116.48","115.87","116.82","115.54","0.59%"
"2006年03月02日","115.80","116.08","116.44","115.76","-0.27%"
"2006年03月01日","116.11","115.76","116.33","115.43","0.29%"
"2006年02月28日","115.77","116.17","116.50","115.69","-0.39%"
"2006年02月27日","116.22","116.79","117.17","115.64","-0.55%"
"2006年02月24日","116.86","117.08","117.17","116.40","-0.22%"
"2006年02月23日","117.12","118.51","118.56","116.77","-1.20%"
"2006年02月22日","118.54","118.68","118.91","118.28","-0.13%"
"2006年02月21日","118.70","118.22","119.00","118.21","0.38%"
"2006年02月20日","118.25","118.13","118.40","117.91","0.08%"
"2006年02月17日","118.16","117.58","118.89","117.31","0.47%"
"2006年02月16日","117.61","117.85","118.28","117.54","-0.23%"
"2006年02月15日","117.88","117.38","118.14","116.73","0.37%"
"2006年02月14日","117.45","117.75","117.79","117.10","-0.23%"
"2006年02月13日","117.72","117.77","118.28","117.49","-0.16%"
"2006年02月10日","117.91","118.82","118.95","116.89","-0.77%"
"2006年02月09日","118.83","118.51","118.92","118.26","0.28%"
"2006年02月08日","118.50","117.94","118.83","117.53","0.36%"
"2006年02月07日","118.08","119.01","119.19","117.58","-0.82%"
"2006年02月06日","119.06","118.83","119.12","118.47","0.17%"
"2006年02月03日","118.86","118.54","119.41","118.31","0.31%"
"2006年02月02日","118.49","118.08","118.67","117.85","0.36%"
"2006年02月01日","118.06","117.23","118.14","117.04","0.69%"
"2006年01月31日","117.25","117.59","117.81","116.66","-0.31%"
"2006年01月30日","117.62","117.23","117.85","116.99","0.32%"
"2006年01月27日","117.25","116.38","117.47","116.10","0.74%"
"2006年01月26日","116.39","115.78","116.55","115.42","0.57%"
"2006年01月25日","115.73","114.66","115.98","114.60","0.99%"
"2006年01月24日","114.59","114.39","114.88","114.30","0.18%"
"2006年01月23日","114.38","115.24","115.33","114.11","-0.78%"
"2006年01月20日","115.28","115.39","115.69","114.92","-0.14%"
"2006年01月19日","115.44","115.20","115.59","114.89","0.25%"
"2006年01月18日","115.15","115.44","115.90","114.78","-0.20%"
"2006年01月17日","115.38","114.91","115.94","114.53","0.44%"
"2006年01月16日","114.88","114.18","115.15","113.77","0.58%"
"2006年01月13日","114.22","114.31","114.81","114.12","-0.07%"
"2006年01月12日","114.30","114.15","114.45","113.40","0.14%"
"2006年01月11日","114.14","114.30","114.91","113.87","-0.16%"
"2006年01月10日","114.32","114.37","114.80","114.09","0.04%"
"2006年01月09日","114.28","114.53","114.77","113.74","-0.12%"
"2006年01月06日","114.42","115.88","116.33","114.20","-1.27%"
"2006年01月05日","115.89","116.08","116.47","115.72","-0.08%"
"2006年01月04日","115.98","116.16","116.47","115.54","-0.18%"
"2006年01月03日","116.19","117.86","117.91","115.98","-1.49%"
"2006年01月02日","117.95","117.90","118.11","117.51","-0.01%"
"2005年12月30日","117.96","117.82","118.21","116.97","0.13%"
"2005年12月29日","117.81","117.90","118.00","117.67","-0.06%"
"2005年12月28日","117.88","117.38","117.97","116.94","0.40%"
"2005年12月27日","117.41","116.26","117.47","116.24","1.02%"
"2005年12月26日","116.22","116.26","116.63","115.96","0.00%"
"2005年12月23日","116.22","116.73","116.92","116.09","-0.41%"
"2005年12月22日","116.70","117.31","117.67","116.39","-0.51%"
"2005年12月21日","117.30","117.17","117.55","116.73","0.15%"
"2005年12月20日","117.13","116.12","117.31","115.95","0.90%"
"2005年12月19日","116.08","115.57","116.59","115.50","0.33%"
"2005年12月16日","115.70","116.21","116.53","115.58","-0.46%"
"2005年12月15日","116.23","117.33","117.70","115.78","-0.92%"
"2005年12月14日","117.31","119.90","120.23","116.68","-2.22%"
"2005年12月13日","119.97","119.71","120.47","119.61","0.23%"
"2005年12月12日","119.69","120.73","121.08","119.50","-0.83%"
"2005年12月09日","120.69","120.30","120.78","120.24","0.36%"
"2005年12月08日","120.26","121.02","121.19","119.95","-0.63%"
"2005年12月07日","121.02","120.84","121.19","120.54","0.20%"
"2005年12月06日","120.78","120.83","121.28","120.72","-0.04%"
"2005年12月05日","120.83","121.07","121.41","120.67","0.23%"
"2005年12月02日","120.55","120.61","121.23","120.15","0.02%"
"2005年12月01日","120.52","119.77","120.73","119.64","0.59%"
"2005年11月30日","119.81","119.65","119.89","119.21","0.16%"
"2005年11月29日","119.62","118.86","119.72","118.74","0.69%"
"2005年11月28日","118.80","119.66","119.95","118.31","-0.69%"
"2005年11月25日","119.62","118.90","119.73","118.87","0.56%"
"2005年11月24日","118.95","118.69","118.98","118.50","0.18%"
"2005年11月23日","118.74","118.71","119.06","118.18","-0.03%"
"2005年11月22日","118.78","118.99","119.53","118.63","-0.16%"
"2005年11月21日","118.97","119.19","119.47","118.50","-0.13%"
"2005年11月18日","119.13","118.73","119.41","118.66","0.35%"
"2005年11月17日","118.72","119.18","119.31","118.44","-0.35%"
"2005年11月16日","119.14","118.87","119.58","118.78","0.22%"
"2005年11月15日","118.88","118.80","119.44","118.68","0.09%"
"2005年11月14日","118.77","117.97","118.93","117.82","0.76%"
"2005年11月11日","117.88","118.23","118.27","117.60","-0.29%"
"2005年11月10日","118.22","117.54","118.25","117.32","0.56%"
"2005年11月09日","117.56","117.24","117.75","116.82","0.26%"
"2005年11月08日","117.25","117.65","118.00","117.05","-0.33%"
"2005年11月07日","117.64","118.24","118.42","117.41","-0.52%"
"2005年11月04日","118.25","117.16","118.38","117.11","0.92%"
"2005年11月03日","117.17","116.86","117.41","116.75","0.30%"
"2005年11月02日","116.82","116.69","117.01","116.53","0.11%"
"2005年11月01日","116.69","116.40","116.80","116.35","0.26%"
"2005年10月31日","116.39","115.70","116.48","115.50","0.58%"
"2005年10月28日","115.72","115.43","115.77","115.05","0.23%"
"2005年10月27日","115.46","115.83","116.25","114.82","-0.35%"
"2005年10月26日","115.86","114.98","115.95","114.86","0.76%"
"2005年10月25日","114.99","115.33","115.76","114.58","-0.40%"
"2005年10月24日","115.45","115.87","115.98","115.03","-0.42%"
"2005年10月21日","115.94","115.31","116.01","114.95","0.50%"
"2005年10月20日","115.36","115.33","115.78","115.24","0.04%"
"2005年10月19日","115.31","115.68","116.01","115.19","-0.35%"
"2005年10月18日","115.72","114.93","115.95","114.89","0.68%"
"2005年10月17日","114.94","114.14","114.98","113.73","0.73%"
"2005年10月14日","114.11","114.45","114.91","113.83","-0.38%"
"2005年10月13日","114.54","114.32","115.12","114.18","0.15%"
"2005年10月12日","114.37","114.52","114.78","114.22","-0.11%"
"2005年10月11日","114.50","114.11","114.64","113.78","0.35%"
"2005年10月10日","114.10","113.74","114.32","113.50","0.24%"
"2005年10月07日","113.83","113.23","114.02","113.19","0.57%"
"2005年10月06日","113.19","113.84","114.20","112.99","-0.61%"
"2005年10月05日","113.88","114.28","114.42","113.56","-0.35%"
"2005年10月04日","114.28","114.12","114.44","113.98","0.14%"
"2005年10月03日","114.12","113.46","114.39","113.39","0.55%"
"2005年09月30日","113.50","113.11","113.70","112.90","0.39%"
"2005年09月29日","113.06","113.02","113.23","112.64","0.00%"
"2005年09月28日","113.06","113.23","113.45","112.85","-0.19%"
"2005年09月27日","113.27","112.14","113.51","112.11","0.99%"
"2005年09月26日","112.16","112.41","112.62","112.06","-0.32%"
"2005年09月23日","112.52","111.63","112.59","110.99","0.75%"
"2005年09月22日","111.68","111.27","111.84","110.99","0.34%"
"2005年09月21日","111.30","111.96","112.03","110.94","-0.60%"
"2005年09月20日","111.97","111.49","112.02","111.09","0.39%"
"2005年09月19日","111.53","111.46","111.69","111.14","0.18%"
"2005年09月16日","111.33","110.65","111.47","110.41","0.61%"
"2005年09月15日","110.66","110.30","110.73","110.13","0.27%"
"2005年09月14日","110.36","110.64","110.83","109.85","-0.33%"
"2005年09月13日","110.72","110.34","111.06","110.10","0.31%"
"2005年09月12日","110.38","109.17","110.40","109.12","0.62%"
"2005年09月09日","109.70","110.51","110.76","109.44","-0.74%"
"2005年09月08日","110.52","110.02","110.66","109.94","0.43%"
"2005年09月07日","110.05","109.58","110.31","109.38","0.36%"
"2005年09月06日","109.66","109.10","109.85","109.10","0.44%"
"2005年09月05日","109.18","109.71","109.81","108.73","-0.69%"
"2005年09月02日","109.94","109.73","110.07","109.16","0.14%"
"2005年09月01日","109.79","110.58","110.96","109.58","-0.75%"
"2005年08月31日","110.62","111.24","111.80","110.36","-0.54%"
"2005年08月30日","111.22","110.68","111.60","110.45","0.52%"
"2005年08月29日","110.64","110.11","110.70","109.82","0.47%"
"2005年08月26日","110.12","110.06","110.41","109.33","0.04%"
